cluster,n,m,modularity,cpm_score,connectivity,ktruss_vals
48361,51,65,7.061285925580264e-07,52.25,1.0,3.0
78565,39,42,4.5626806373965385e-07,34.59,1.0,2.0
165210,25,26,2.824516371613845e-07,23.0,1.0,2.0
110745,32,59,6.409477804446221e-07,54.04,1.0,2.0
264091,14,14,1.5208946111922268e-07,13.09,1.0,3.0
116734,31,50,5.431763051462044e-07,45.35,1.0,2.0
245419,17,17,1.8467995436056734e-07,15.64,1.0,2.0
116686,31,32,3.476323318779386e-07,27.35,1.0,2.0
40444,56,92,9.994422314016642e-07,76.6,1.0,4.0
78585,39,45,4.888587337991245e-07,37.59,1.0,3.0
104885,33,37,4.019501423853272e-07,31.72,1.0,2.0
136936,28,31,3.367694242130063e-07,27.22,1.0,3.0
245144,17,17,1.8467995436056734e-07,15.64,1.0,2.0
90488,36,36,3.9108653907250987e-07,29.7,1.0,2.0
264073,14,24,2.6072409486750017e-07,23.09,2.0,2.0
206392,21,21,2.2813335302453199e-07,18.9,1.0,3.0
85731,37,45,4.88858055352135e-07,38.34,1.0,3.0
94873,35,36,3.910863660309098e-07,30.05,1.0,3.0
185058,23,23,2.498611625666368e-07,20.47,1.0,2.0
3167,121,238,2.5855068951192734e-06,165.39999999999998,2.0,2.0
81990,38,44,4.779946514575913e-07,36.97,1.0,3.0
20363,83,114,1.2384381630613033e-06,79.97,1.0,3.0
71412,41,45,4.888566501304254e-07,36.8,1.0,3.0
146569,27,27,2.9331476292069145e-07,23.49,1.0,3.0
206394,21,21,2.28133550111981e-07,18.9,1.0,2.0
94523,35,40,4.345384405504567e-07,34.05,1.0,3.0
184921,23,34,3.693592046645785e-07,31.47,1.0,3.0
46668,52,54,5.866291252935973e-07,40.74,1.0,3.0
66037,43,48,5.214492067711462e-07,38.97,1.0,2.0
206704,21,24,2.607240053815372e-07,21.9,1.0,3.0
40765,56,68,7.387112976881963e-07,52.6,1.0,3.0
184695,23,25,2.715860457436774e-07,22.47,1.0,3.0
94725,35,37,4.0194999678254865e-07,31.05,1.0,2.0
145433,27,33,3.58491591123744e-07,29.49,1.0,2.0
60678,45,64,6.952559589815358e-07,54.1,1.0,2.0
174778,24,26,2.8245002886289167e-07,23.24,1.0,2.0
252195,16,16,1.738133205921889e-07,14.8,1.0,2.0
94182,35,40,4.3453845946259063e-07,34.05,1.0,3.0
31905,64,82,8.908068612308227e-07,61.84,1.0,2.0
137459,28,30,3.259019171229976e-07,26.22,1.0,3.0
205206,21,22,2.389967267363721e-07,19.9,1.0,2.0
155308,26,26,2.8245147904886365e-07,22.75,1.0,2.0
174503,24,25,2.7158699742822155e-07,22.24,1.0,3.0
137965,28,29,3.150420976236639e-07,25.22,1.0,2.0
184962,23,25,2.7158819172505503e-07,22.47,1.0,3.0
155194,26,26,2.824466081564791e-07,22.75,1.0,2.0
63471,44,47,5.105857334829378e-07,37.54,1.0,2.0
216670,20,21,2.2813312067967258e-07,19.1,1.0,2.0
123101,30,31,3.367685711902031e-07,26.65,1.0,2.0
110768,32,55,5.974924796212377e-07,50.04,1.0,2.0
174715,24,32,3.4762009782206307e-07,29.24,1.0,3.0
110506,32,41,4.454043801461555e-07,36.04,1.0,2.0
122853,30,34,3.6935958585766845e-07,29.65,1.0,2.0
93973,35,46,4.997146633881982e-07,40.05,1.0,3.0
104155,33,35,3.8022187709324867e-07,29.72,1.0,3.0
129735,29,33,3.584918101917543e-07,28.939999999999998,1.0,3.0
258375,15,18,1.9554279345795001e-07,16.95,1.0,3.0
174385,24,25,2.71585347292902e-07,22.24,1.0,2.0
252874,16,16,1.738150042441764e-07,14.8,1.0,3.0
155432,26,26,2.824516614727704e-07,22.75,1.0,2.0
252747,16,23,2.498608527734909e-07,21.8,1.0,2.0
136763,28,38,4.128087722789808e-07,34.22,1.0,3.0
115687,31,56,6.083507851762195e-07,51.35,1.0,3.0
146314,27,28,3.0417623760054734e-07,24.49,1.0,2.0
165207,25,27,2.933142716182662e-07,24.0,1.0,2.0
116373,31,33,3.5849197727352436e-07,28.35,1.0,3.0
116677,31,33,3.584950079356142e-07,28.35,1.0,3.0
34904,61,84,9.125323887776069e-07,65.7,1.0,3.0
94975,35,43,4.6713011256947344e-07,37.05,1.0,3.0
116395,31,37,4.0194914175346607e-07,32.35,1.0,3.0
68978,42,45,4.888581450446268e-07,36.39,1.0,3.0
146182,27,31,3.367683710638309e-07,27.49,1.0,2.0
68925,42,49,5.323114992163949e-07,40.39,1.0,2.0
184505,23,28,3.0416907704177375e-07,25.47,1.0,2.0
155509,26,26,2.8245147904886365e-07,22.75,1.0,2.0
146093,27,28,3.04178183809602e-07,24.49,1.0,3.0
90158,36,40,4.345409429709767e-07,33.7,1.0,3.0
235738,18,20,2.172673496999574e-07,18.47,1.0,3.0
252627,16,24,2.6071901957064754e-07,22.8,1.0,2.0
15407,98,118,1.2818925762830686e-06,70.47,1.0,3.0
116217,31,34,3.6935895744964807e-07,29.35,1.0,2.0
146459,27,33,3.584963176820267e-07,29.49,1.0,3.0
244297,17,20,2.172682247033219e-07,18.64,1.0,3.0
138334,28,28,3.041756057110421e-07,24.22,1.0,2.0
194909,22,23,2.498571357278062e-07,20.69,1.0,3.0
99910,34,35,3.8022236759906295e-07,29.39,1.0,2.0
85422,37,58,6.300796152949634e-07,51.34,1.0,2.0
63434,44,48,5.214488937915565e-07,38.54,1.0,3.0
263556,14,14,1.5208750838975988e-07,13.09,1.0,2.0
29459,67,85,9.233959257946909e-07,62.89,1.0,3.0
173929,24,25,2.7158617792208633e-07,22.24,1.0,3.0
66052,43,50,5.431753704560272e-07,40.97,1.0,3.0
82229,38,49,5.323080596273525e-07,41.97,1.0,2.0
174707,24,24,2.6072255873605827e-07,21.24,1.0,3.0
216794,20,21,2.2813240372982071e-07,19.1,1.0,2.0
195209,22,22,2.3899553418028107e-07,19.69,1.0,3.0
163827,25,29,3.1503966450829626e-07,26.0,1.0,2.0
90578,36,43,4.671307531626909e-07,36.7,1.0,3.0
138072,28,29,3.150400921998622e-07,25.22,1.0,3.0
99171,34,39,4.236752349235263e-07,33.39,1.0,3.0
246100,17,17,1.8467872713714805e-07,15.64,1.0,3.0
99323,34,39,4.2367303229425916e-07,33.39,1.0,3.0
43561,54,63,6.844004187581904e-07,48.69,1.0,3.0
165095,25,25,2.715869051098641e-07,22.0,1.0,2.0
236387,18,18,1.9554209193874722e-07,16.47,1.0,2.0
137659,28,30,3.2590542884958683e-07,26.22,1.0,2.0
175275,24,25,2.715844515481488e-07,22.24,1.0,3.0
130342,29,36,3.910803351549707e-07,31.939999999999998,1.0,3.0
137428,28,32,3.476320043823273e-07,28.22,1.0,2.0
104769,33,42,4.5626693919053435e-07,36.72,1.0,2.0
244643,17,17,1.8467789804217738e-07,15.64,1.0,2.0
216141,20,22,2.389920763872033e-07,20.1,1.0,3.0
217376,20,25,2.7158699742822155e-07,23.1,1.0,3.0
236900,18,25,2.715865069224073e-07,23.47,1.0,2.0
89681,36,36,3.9108275251514406e-07,29.7,1.0,2.0
116259,31,35,3.802211224961535e-07,30.35,1.0,2.0
138017,28,35,3.80215817686836e-07,31.22,1.0,3.0
129673,29,33,3.584947576522565e-07,28.939999999999998,1.0,2.0
184895,23,25,2.715871366581125e-07,22.47,1.0,2.0
217282,20,20,2.172703364599329e-07,18.1,1.0,3.0
227370,19,19,2.0640568300735925e-07,17.29,1.0,3.0
49883,50,74,8.03898793101905e-07,61.75,1.0,4.0
99508,34,42,4.562665448681158e-07,36.39,1.0,3.0
226393,19,21,2.2813246273803897e-07,19.29,1.0,3.0
164364,25,27,2.9331422299549436e-07,24.0,1.0,3.0
42091,55,64,6.952657052509295e-07,49.15,1.0,2.0
184228,23,24,2.6072199792195197e-07,21.47,1.0,3.0
50004,50,55,5.974923370278783e-07,42.75,1.0,3.0
103887,33,36,3.9108135803293013e-07,30.72,1.0,3.0
90351,36,36,3.910869690949004e-07,29.7,1.0,2.0
237147,18,18,1.9554054993598763e-07,16.47,1.0,3.0
206507,21,21,2.281341201313694e-07,18.9,1.0,3.0
252864,16,16,1.738165298426513e-07,14.8,1.0,3.0
195539,22,24,2.607211491772446e-07,21.69,1.0,3.0
145513,27,29,3.1504026037328423e-07,25.49,1.0,3.0
252754,16,17,1.8467984593296627e-07,15.8,1.0,2.0
50097,50,54,5.866300745883086e-07,41.75,1.0,3.0
216249,20,20,2.1726869957195834e-07,18.1,1.0,3.0
104301,33,37,4.0194906961591925e-07,31.72,1.0,3.0
116554,31,32,3.476310969539469e-07,27.35,1.0,2.0
184623,23,23,2.4985842384770675e-07,20.47,1.0,3.0
123348,30,30,3.259045087639436e-07,25.65,1.0,2.0
244761,17,17,1.8467718312810903e-07,15.64,1.0,3.0
78781,39,41,4.4540280264995263e-07,33.59,1.0,2.0
94692,35,49,5.323096581599852e-07,43.05,1.0,3.0
258765,15,15,1.6295077506069207e-07,13.95,1.0,2.0
36965,59,99,1.0754853013519973e-06,81.89,1.0,4.0
184209,23,27,2.9331341186852615e-07,24.47,1.0,2.0
205005,21,26,2.824499371641205e-07,23.9,1.0,3.0
82012,38,42,4.562656642294665e-07,34.97,1.0,2.0
244487,17,17,1.8467863564490564e-07,15.64,1.0,2.0
194868,22,26,2.8244925370143247e-07,23.69,1.0,3.0
226251,19,21,2.281301504419982e-07,19.29,1.0,3.0
185493,23,23,2.4985976336376537e-07,20.47,1.0,2.0
164388,25,28,3.0417805918424503e-07,25.0,1.0,3.0
145343,27,29,3.150419007722478e-07,25.49,1.0,3.0
216531,20,20,2.1726883685457813e-07,18.1,1.0,2.0
252555,16,19,2.0640506837775786e-07,17.8,1.0,3.0
183988,23,24,2.607224750919089e-07,21.47,1.0,2.0
71639,41,44,4.779951603444657e-07,35.8,1.0,2.0
145422,27,33,3.584923710058607e-07,29.49,1.0,2.0
89567,36,53,5.757639907765243e-07,46.7,1.0,4.0
86030,37,53,5.757650147166317e-07,46.34,1.0,2.0
155372,26,28,3.0417298196962537e-07,24.75,1.0,2.0
78564,39,43,4.671289753630911e-07,35.59,1.0,2.0
123157,30,30,3.259059072587164e-07,25.65,1.0,2.0
267750,13,13,1.4122517797272274e-07,12.22,1.0,3.0
184239,23,25,2.715864001470363e-07,22.47,1.0,3.0
226432,19,20,2.1726839405690832e-07,18.29,1.0,2.0
68988,42,50,5.43175998185453e-07,41.39,1.0,2.0
194565,22,23,2.4985892116897025e-07,20.69,1.0,2.0
146681,27,27,2.9331505309360475e-07,23.49,1.0,2.0
65975,43,52,5.649005342466499e-07,42.97,1.0,2.0
81732,38,54,5.866237111420513e-07,46.97,1.0,3.0
138373,28,35,3.80221314302367e-07,31.22,1.0,3.0
206457,21,22,2.389966223803381e-07,19.9,1.0,2.0
89679,36,67,7.278496335919599e-07,60.7,1.0,3.0
137142,28,35,3.8022005636517014e-07,31.22,1.0,3.0
42081,55,69,7.49582424814379e-07,54.15,1.0,3.0
236618,18,18,1.9554273149932084e-07,16.47,1.0,2.0
216085,20,25,2.715852898484015e-07,23.1,1.0,2.0
75031,40,50,5.431703056331333e-07,42.2,1.0,2.0
48350,51,53,5.757657340268123e-07,40.25,1.0,3.0
27864,69,100,1.08633629947675e-06,76.53999999999999,1.0,3.0
194592,22,24,2.6072370824565414e-07,21.69,1.0,3.0
226769,19,19,2.06406512662908e-07,17.29,1.0,2.0
60845,45,54,5.866282181897621e-07,44.1,1.0,3.0
165251,25,26,2.8245072253400146e-07,23.0,1.0,2.0
215569,20,21,2.2812696022168618e-07,19.1,1.0,3.0
244911,17,17,1.8467937398523663e-07,15.64,1.0,3.0
163943,25,27,2.933132356404823e-07,24.0,1.0,3.0
174157,24,26,2.824501036558083e-07,23.24,1.0,2.0
154220,26,27,2.9331234461638657e-07,23.75,1.0,3.0
100007,34,35,3.80220444845775e-07,29.39,1.0,3.0
226633,19,19,2.064027157495999e-07,17.29,1.0,2.0
227361,19,19,2.0640565609961173e-07,17.29,1.0,2.0
122337,30,32,3.4763018217904325e-07,27.65,1.0,3.0
33639,62,77,8.364819402036296e-07,58.09,1.0,3.0
74863,40,46,4.99719332118427e-07,38.2,1.0,2.0
98950,34,53,5.757536985630952e-07,47.39,1.0,3.0
154894,26,28,3.0417546341272376e-07,24.75,1.0,3.0
123013,30,49,5.323049005633797e-07,44.65,1.0,2.0
66175,43,45,4.888565280719259e-07,35.97,1.0,3.0
116003,31,37,4.019462895322282e-07,32.35,1.0,3.0
226240,19,27,2.9330944495254124e-07,25.29,1.0,3.0
37134,59,74,8.038995080159733e-07,56.89,1.0,3.0
207062,21,21,2.2813188088750281e-07,18.9,1.0,2.0
216565,20,20,2.17268637023247e-07,18.1,1.0,2.0
109651,32,42,4.562614418374006e-07,37.04,1.0,3.0
94607,35,47,5.105851858866724e-07,41.05,1.0,3.0
216300,20,21,2.2813369907822798e-07,19.1,1.0,3.0
244645,17,17,1.8467866208058743e-07,15.64,1.0,3.0
23499,76,155,1.6838294021952686e-06,126.5,1.0,5.0
216837,20,21,2.2813165727585973e-07,19.1,1.0,3.0
146373,27,33,3.584954450979992e-07,29.49,1.0,2.0
78743,39,41,4.4540027341019745e-07,33.59,1.0,3.0
68461,42,73,7.930307966862463e-07,64.39,1.0,2.0
207129,21,21,2.281325351706269e-07,18.9,1.0,2.0
205954,21,21,2.281315686160118e-07,18.9,1.0,2.0
195229,22,22,2.3899630742397314e-07,19.69,1.0,2.0
205085,21,30,3.2590249625915574e-07,27.9,1.0,4.0
94367,35,40,4.3453982346705986e-07,34.05,1.0,2.0
35965,60,70,7.604430343157386e-07,52.3,1.0,2.0
116176,31,35,3.802200353287403e-07,30.35,1.0,3.0
71915,41,42,4.5626706107200916e-07,33.8,1.0,2.0
74432,40,67,7.278500400405672e-07,59.2,1.0,3.0
71542,41,50,5.43172270754322e-07,41.8,1.0,3.0
63188,44,50,5.431725680082215e-07,40.54,1.0,2.0
174928,24,24,2.607229849229147e-07,21.24,1.0,2.0
264053,14,15,1.6295188686403642e-07,14.09,1.0,2.0
104070,33,44,4.779882231908063e-07,38.72,1.0,3.0
258463,15,15,1.629509519378263e-07,13.95,1.0,2.0
138129,28,30,3.259006805467757e-07,26.22,1.0,2.0
104326,33,39,4.236768217725318e-07,33.72,1.0,3.0
50048,50,62,6.735336089978009e-07,49.75,1.0,2.0
226089,19,22,2.3899591088874646e-07,20.29,1.0,3.0
205911,21,21,2.2813303744858073e-07,18.9,1.0,3.0
194524,22,24,2.6072190483648764e-07,21.69,1.0,3.0
75098,40,50,5.431761958334801e-07,42.2,1.0,2.0
236308,18,18,1.955386824438961e-07,16.47,1.0,2.0
116506,31,41,4.4540369166776896e-07,36.35,1.0,3.0
227792,19,21,2.2813209452675705e-07,19.29,1.0,2.0
175020,24,24,2.6072384561678625e-07,21.24,1.0,2.0
82196,38,54,5.866279398184924e-07,46.97,1.0,3.0
116182,31,37,4.019484394081482e-07,32.35,1.0,3.0
136646,28,31,3.367583427056498e-07,27.22,1.0,3.0
173420,24,28,3.0417739321749374e-07,25.24,1.0,2.0
146204,27,30,3.2590479696008157e-07,26.49,1.0,3.0
216443,20,21,2.281322520786998e-07,19.1,1.0,3.0
90154,36,41,4.4540221882264115e-07,34.7,1.0,2.0
89450,36,47,5.105743430085505e-07,40.7,1.0,4.0
217633,20,20,2.1726487150231101e-07,18.1,1.0,2.0
65783,43,50,5.431759160460132e-07,40.97,1.0,2.0
110585,32,42,4.5626520396536404e-07,37.04,1.0,3.0
60791,45,53,5.75763638172916e-07,43.1,1.0,3.0
264045,14,14,1.5208912123188548e-07,13.09,1.0,2.0
154732,26,27,2.933136554544511e-07,23.75,1.0,2.0
267664,13,13,1.412254826026495e-07,12.22,1.0,3.0
245213,17,17,1.8467722030328654e-07,15.64,1.0,2.0
129369,29,32,3.4762702264300473e-07,27.939999999999998,1.0,3.0
195966,22,22,2.389972846000675e-07,19.69,1.0,2.0
264068,14,15,1.6294954352967286e-07,14.09,1.0,3.0
164574,25,29,3.150384244800936e-07,26.0,1.0,2.0
217216,20,21,2.2812904802096055e-07,19.1,1.0,3.0
185037,23,23,2.4986009935656014e-07,20.47,1.0,2.0
226846,19,19,2.064056152954288e-07,17.29,1.0,3.0
68692,42,49,5.323092309404849e-07,40.39,1.0,2.0
196194,22,22,2.389939266488951e-07,19.69,1.0,2.0
146236,27,28,3.041757055824515e-07,24.49,1.0,3.0
74477,40,54,5.86619325887303e-07,46.2,1.0,5.0
86301,37,69,7.495769122961331e-07,62.34,1.0,2.0
237129,18,18,1.9554330930779404e-07,16.47,1.0,3.0
58330,46,58,6.30083390434239e-07,47.65,1.0,2.0
94376,35,41,4.454004608202986e-07,35.05,1.0,2.0
205839,21,21,2.2813312067967258e-07,18.9,1.0,2.0
130534,29,29,3.1504168022903204e-07,24.939999999999998,1.0,3.0
227263,19,22,2.3899645054840655e-07,20.29,1.0,3.0
205694,21,25,2.71585014752088e-07,22.9,1.0,3.0
85639,37,42,4.562529609402393e-07,35.34,1.0,3.0
235736,18,18,1.9554310443126023e-07,16.47,1.0,3.0
244470,17,20,2.1726740944577842e-07,18.64,1.0,3.0
81779,38,42,4.562673148073477e-07,34.97,1.0,2.0
63252,44,46,4.997192518672502e-07,36.54,1.0,3.0
105096,33,43,4.671234883363956e-07,37.72,1.0,3.0
68955,42,54,5.866278825510166e-07,45.39,1.0,2.0
215735,20,26,2.824481387116443e-07,24.1,1.0,3.0
156078,26,26,2.824508634456266e-07,22.75,1.0,3.0
146582,27,27,2.933121883626246e-07,23.49,1.0,2.0
175127,24,25,2.715876981803175e-07,22.24,1.0,3.0
236634,18,18,1.9553964899851122e-07,16.47,1.0,2.0
217300,20,36,3.9108559042688897e-07,34.1,2.0,2.0
236062,18,19,2.0640560157601807e-07,17.47,1.0,2.0
89579,36,44,4.779939151235398e-07,37.7,1.0,4.0
244519,17,18,1.9553556518724592e-07,16.64,1.0,3.0
137245,28,36,3.910830046867648e-07,32.22,1.0,3.0
137057,28,32,3.476222779396949e-07,28.22,1.0,3.0
185538,23,23,2.498581383954509e-07,20.47,1.0,3.0
251897,16,23,2.498609050252682e-07,21.8,1.0,2.0
195672,22,22,2.3899550125369526e-07,19.69,1.0,2.0
137621,28,31,3.367666639560766e-07,27.22,1.0,2.0
74881,40,51,5.540373477383822e-07,43.2,1.0,3.0
94216,35,40,4.3453479576033525e-07,34.05,1.0,3.0
60893,45,74,8.038969237215505e-07,64.1,1.0,2.0
165404,25,27,2.9331381415705414e-07,24.0,1.0,2.0
56160,47,68,7.387193013268883e-07,57.19,1.0,2.0
184869,23,24,2.607201677525585e-07,21.47,1.0,2.0
109725,32,39,4.236776603088174e-07,34.04,1.0,3.0
89742,36,59,6.409461855704989e-07,52.7,1.0,2.0
99248,34,38,4.128133968710623e-07,32.39,1.0,3.0
146385,27,42,4.5626526335713574e-07,38.49,1.0,3.0
31090,65,102,1.1080651390368088e-06,81.2,1.0,3.0
216754,20,21,2.2813257792208104e-07,19.1,1.0,2.0
90082,36,38,4.12805546447209e-07,31.7,1.0,2.0
104661,33,41,4.454006217062057e-07,35.72,1.0,3.0
78124,39,53,5.757508658440735e-07,45.59,1.0,3.0
109772,32,34,3.693495306212439e-07,29.04,1.0,3.0
258389,15,15,1.629509361531279e-07,13.95,1.0,2.0
89882,36,44,4.779935724333122e-07,37.7,1.0,3.0
116573,31,32,3.4763257274948557e-07,27.35,1.0,2.0
122974,30,32,3.476305995146669e-07,27.65,1.0,2.0
258376,15,15,1.629515349390227e-07,13.95,1.0,2.0
63207,44,53,5.757656764347912e-07,43.54,1.0,2.0
86286,37,53,5.757653585870236e-07,46.34,1.0,3.0
82161,38,40,4.345378870533694e-07,32.97,1.0,2.0
89848,36,43,4.671208598448173e-07,36.7,1.0,2.0
27279,70,87,9.45125029593551e-07,62.849999999999994,1.0,2.0
48269,51,59,6.40944965752611e-07,46.25,1.0,3.0
110190,32,35,3.802184914672218e-07,30.04,1.0,3.0
244657,17,18,1.95540903660752e-07,16.64,1.0,3.0
163726,25,28,3.0417707256683575e-07,25.0,1.0,2.0
145341,27,27,2.933121685653674e-07,23.49,1.0,3.0
110310,32,35,3.8022315804365065e-07,30.04,1.0,2.0
236066,18,18,1.9554185168678655e-07,16.47,1.0,2.0
23582,76,102,1.1080767584335788e-06,73.5,1.0,2.0
155289,26,30,3.259040071940884e-07,26.75,1.0,3.0
227523,19,19,2.0640458324169143e-07,17.29,1.0,3.0
194460,22,23,2.4985581969701845e-07,20.69,1.0,3.0
75072,40,51,5.540375158232919e-07,43.2,1.0,3.0
122075,30,31,3.3676932841316395e-07,26.65,1.0,3.0
236042,18,18,1.955406261746056e-07,16.47,1.0,2.0
226912,19,19,2.0640648531259885e-07,17.29,1.0,3.0
164708,25,26,2.824510691777796e-07,23.0,1.0,2.0
185096,23,33,3.584938678968374e-07,30.47,1.0,2.0
52038,49,55,5.974855784625916e-07,43.24,1.0,3.0
115885,31,37,4.0194669845918075e-07,32.35,1.0,3.0
104406,33,39,4.236763143018547e-07,33.72,1.0,3.0
184752,23,34,3.6935666495086456e-07,31.47,1.0,3.0
71319,41,50,5.431761601925163e-07,41.8,1.0,4.0
245197,17,29,3.1503281869935883e-07,27.64,1.0,2.0
184208,23,24,2.6072380077054035e-07,21.47,1.0,2.0
122450,30,37,4.0194871878255757e-07,32.65,1.0,3.0
195041,22,24,2.607234473998253e-07,21.69,1.0,3.0
184550,23,24,2.607233546684103e-07,21.47,1.0,2.0
206195,21,21,2.2813176172040605e-07,18.9,1.0,3.0
104525,33,39,4.2367482729475457e-07,33.72,1.0,3.0
154730,26,29,3.1503941865055487e-07,25.75,1.0,2.0
174280,24,26,2.824498433410535e-07,23.24,1.0,2.0
226892,19,20,2.1726827612898412e-07,18.29,1.0,3.0
244590,17,21,2.2812950937671503e-07,19.64,1.0,2.0
104467,33,38,4.128118910108364e-07,32.72,1.0,2.0
145179,27,29,3.150412723642274e-07,25.49,1.0,2.0
54241,48,50,5.431752900868339e-07,38.72,1.0,2.0
104719,33,34,3.693593026477249e-07,28.72,1.0,2.0
185270,23,41,4.4539802024039136e-07,38.47,1.0,2.0
116222,31,35,3.8022196631367465e-07,30.35,1.0,3.0
110618,32,40,4.345369238032145e-07,35.04,1.0,3.0
164244,25,30,3.2590466950233016e-07,27.0,1.0,2.0
60766,45,50,5.431760860781942e-07,40.1,1.0,3.0
109554,32,47,5.105781077328756e-07,42.04,1.0,2.0
206497,21,22,2.3899481200820186e-07,19.9,1.0,2.0
236486,18,18,1.9554140248672506e-07,16.47,1.0,2.0
154505,26,32,3.476300103766158e-07,28.75,1.0,3.0
184804,23,24,2.6072370824565414e-07,21.47,1.0,3.0
154552,26,28,3.041696845903889e-07,24.75,1.0,2.0
116696,31,44,4.779804610137434e-07,39.35,1.0,2.0
163319,25,46,4.997204389650809e-07,43.0,1.0,4.0
227051,19,32,3.47625237290353e-07,30.29,1.0,2.0
146251,27,31,3.367682324830303e-07,27.49,1.0,3.0
129365,29,40,4.3454021646179343e-07,35.94,1.0,2.0
65961,43,54,5.866231432764629e-07,44.97,1.0,2.0
244951,17,17,1.846756186727224e-07,15.64,1.0,3.0
110574,32,42,4.5626630721251675e-07,37.04,1.0,3.0
155304,26,28,3.0417542222498744e-07,24.75,1.0,2.0
154846,26,27,2.9331321926570174e-07,23.75,1.0,2.0
98988,34,40,4.34536276158515e-07,34.39,1.0,3.0
110338,32,48,5.21445103251136e-07,43.04,1.0,3.0
2650,132,260,2.8244484661659387e-06,173.54,2.0,2.0
55902,47,63,6.844019693466457e-07,52.19,1.0,4.0
105107,33,60,6.51798538169894e-07,54.72,1.0,2.0
215592,20,27,2.933090373532736e-07,25.1,1.0,3.0
129897,29,32,3.476293182102156e-07,27.939999999999998,1.0,2.0
153925,26,33,3.5849352800950023e-07,29.75,1.0,3.0
116871,31,32,3.476304399269406e-07,27.35,1.0,3.0
244302,17,25,2.715809011416725e-07,23.64,1.0,2.0
99466,34,37,4.0194901084373384e-07,31.39,1.0,3.0
184940,23,23,2.498592638001896e-07,20.47,1.0,2.0
216002,20,20,2.1726935102268795e-07,18.1,1.0,2.0
86225,37,44,4.77993603471635e-07,37.34,1.0,3.0
60598,45,75,8.147424282992e-07,65.1,1.0,3.0
194538,22,24,2.607213562960907e-07,21.69,1.0,3.0
173934,24,25,2.7158517336617867e-07,22.24,1.0,2.0
137752,28,35,3.8021810953652917e-07,31.22,1.0,3.0
154726,26,27,2.9331409730798945e-07,23.75,1.0,3.0
235688,18,19,2.0640623674047942e-07,17.47,1.0,2.0
90216,36,41,4.4540371656923704e-07,34.7,1.0,3.0
122952,30,37,4.019427375620341e-07,32.65,1.0,3.0
146760,27,28,3.0417762143177786e-07,24.49,1.0,3.0
163413,25,31,3.3676635616921016e-07,28.0,1.0,4.0
164130,25,32,3.4762736822463497e-07,29.0,1.0,3.0
175479,24,31,3.3676647335953164e-07,28.24,1.0,3.0
216353,20,20,2.1726678808924012e-07,18.1,1.0,2.0
69040,42,52,5.649009413148435e-07,43.39,1.0,3.0
194146,22,35,3.802142097128884e-07,32.69,1.0,3.0
226588,19,20,2.172692200244434e-07,18.29,1.0,3.0
85470,37,52,5.648896736660626e-07,45.34,1.0,2.0
185682,23,23,2.4985072991364825e-07,20.47,1.0,3.0
110005,32,39,4.2367611438201126e-07,34.04,1.0,3.0
116829,31,31,3.367654763566759e-07,26.35,1.0,2.0
252676,16,16,1.73816038510722e-07,14.8,1.0,3.0
195572,22,23,2.498549168712791e-07,20.69,1.0,2.0
103929,33,44,4.779925886187933e-07,38.72,1.0,3.0
74637,40,48,5.214484002763231e-07,40.2,1.0,2.0
68420,42,50,5.431714208884585e-07,41.39,1.0,5.0
155770,26,29,3.1503468737161473e-07,25.75,1.0,3.0
267735,13,13,1.412239867443166e-07,12.22,1.0,3.0
184911,23,27,2.93312966563007e-07,24.47,1.0,3.0
195631,22,26,2.824471707113279e-07,23.69,1.0,2.0
104247,33,36,3.91084952931603e-07,30.72,1.0,3.0
245056,17,18,1.9554279345795001e-07,16.64,1.0,3.0
138003,28,38,4.128119253536194e-07,34.22,1.0,3.0
194557,22,24,2.607218860423701e-07,21.69,1.0,3.0
110380,32,33,3.584953829918495e-07,28.04,1.0,2.0
71382,41,61,6.626651365628456e-07,52.8,1.0,3.0
62966,44,60,6.518092186573991e-07,50.54,1.0,4.0
175182,24,27,2.933115472088291e-07,24.24,1.0,3.0
194184,22,25,2.715844298626286e-07,22.69,1.0,4.0
173986,24,25,2.715872919972471e-07,22.24,1.0,2.0
69281,42,46,4.99722188706273e-07,37.39,1.0,3.0
173203,24,31,3.3676094827253534e-07,28.24,1.0,3.0
259087,15,22,2.389965379100737e-07,20.95,1.0,3.0
215932,20,22,2.3899630742397314e-07,20.1,1.0,3.0
20271,83,149,1.6186532924762816e-06,114.97,1.0,3.0
23471,76,117,1.2710289915873443e-06,88.5,1.0,6.0
185019,23,27,2.9331156877633285e-07,24.47,1.0,3.0
173590,24,33,3.584856348341928e-07,30.24,1.0,3.0
98901,34,36,3.910789508221703e-07,30.39,1.0,2.0
74585,40,58,6.300654533225808e-07,50.2,1.0,3.0
145192,27,32,3.4763241024085245e-07,28.49,1.0,2.0
41976,55,59,6.409449237387597e-07,44.15,1.0,3.0
184698,23,26,2.824491270993002e-07,23.47,1.0,2.0
184596,23,29,3.1504062477853613e-07,26.47,1.0,3.0
129072,29,39,4.2364736784989104e-07,34.94,1.0,3.0
227290,19,22,2.389949423278519e-07,20.29,1.0,3.0
137843,28,29,3.1504208251756003e-07,25.22,1.0,3.0
71867,41,46,4.997211690442614e-07,37.8,1.0,3.0
54012,48,57,6.191987619916854e-07,45.72,1.0,2.0
45134,53,72,7.821471332935984e-07,58.22,1.0,3.0
164061,25,30,3.2590138985506333e-07,27.0,1.0,3.0
